time(s)	cellId	rnti	lcid	packetSize
3.52693	2	5	3	54
3.52717	2	5	3	54
3.52742	2	5	3	54
3.52767	2	5	3	54
3.52792	2	5	3	54
3.52818	2	5	3	54
3.52842	2	5	3	54
3.52867	2	5	3	54
3.52892	2	5	3	54
3.52917	2	5	3	54
3.52943	2	5	3	54
3.52967	2	5	3	54
3.52992	2	5	3	54
3.53018	2	5	3	54
3.53042	2	5	3	54
3.53068	2	5	3	54
3.53092	2	5	3	54
3.53117	2	5	3	54
3.53142	2	5	3	54
3.53168	2	5	3	54
3.53193	2	5	3	54
3.53217	2	5	3	54
3.53242	2	5	3	54
3.53267	2	5	3	54
3.53292	2	5	3	54
3.53318	2	5	3	54
3.53342	2	5	3	54
3.53367	2	5	3	54
3.53392	2	5	3	54
3.53417	2	5	3	54
3.53443	2	5	3	54
3.53467	2	5	3	54
3.53481	2	7	3	54
3.53502	2	7	3	54
3.53503	2	5	3	54
3.53506	2	6	3	54
3.53538	2	6	3	54
3.53557	2	5	3	54
3.53569	2	7	3	54
3.53594	2	7	3	54
3.53595	2	5	3	54
3.53602	2	6	3	54
3.53625	2	7	3	54
3.53631	2	6	3	54
3.53644	2	7	3	54
3.53663	2	6	3	54
3.53664	2	5	3	54
3.53681	2	6	3	54
3.53694	2	7	3	54
3.53713	2	7	3	54
3.53734	2	6	3	54
3.53735	2	5	3	54
3.53744	2	7	3	54
3.5375	2	6	3	54
3.53775	2	7	3	54
3.53781	2	6	3	54
3.53809	2	6	3	54
3.5381	2	5	3	54
3.53813	2	7	3	54
3.53844	2	7	3	54
3.53846	2	6	3	54
3.53869	2	5	3	54
3.53875	2	7	3	54
3.53884	2	6	3	54
3.53906	2	7	3	54
3.53913	2	6	3	54
3.53938	2	6	3	54
3.53938	2	5	3	54
3.53944	2	7	3	54
3.53969	2	7	3	54
3.53975	2	6	3	54
3.53994	2	7	3	54
3.5401	2	3	3	54
3.54013	2	6	3	54
3.54014	2	5	3	54
3.54025	2	7	3	54
3.54031	2	6	3	54
3.54059	2	6	3	54
3.54075	2	7	3	54
3.54076	2	5	3	54
3.54094	2	7	3	54
3.54106	2	6	3	54
3.54125	2	7	3	54
3.54134	2	6	3	54
3.54151	2	5	3	54
3.54156	2	7	3	54
3.54163	2	6	3	54
3.54188	2	7	3	54
3.54194	2	6	3	54
3.54206	2	7	3	54
3.54226	2	5	3	54
3.54231	2	6	3	54
3.54238	2	7	3	54
3.54263	2	6	3	54
3.54269	2	7	3	54
3.54294	2	6	3	54
3.543	2	7	3	54
3.54307	2	5	3	54
3.54319	2	6	3	54
3.54331	2	7	3	54
3.5435	2	7	3	54
3.54369	2	5	3	54
3.54375	2	7	3	54
3.54377	2	6	3	54
3.54406	2	6	3	54
3.54413	2	7	3	54
3.54425	2	6	3	54
3.54444	2	7	3	54
3.54446	2	5	3	54
3.54456	2	6	3	54
3.54463	2	7	3	54
3.54492	2	7	3	54
3.54494	2	6	3	54
3.54514	2	5	3	54
3.54525	2	7	3	54
3.54534	2	6	3	54
3.54556	2	7	3	54
3.54563	2	6	3	54
3.54588	2	7	3	54
3.54588	2	5	3	54
3.54594	2	6	3	54
3.54613	2	7	3	54
3.54615	2	6	3	54
3.54644	2	7	3	54
3.54652	2	6	3	54
3.5467	2	5	3	54
3.54675	2	7	3	54
3.54681	2	6	3	54
3.54706	2	7	3	54
3.54713	2	6	3	54
3.54725	2	7	3	54
3.54744	2	6	3	54
3.54744	2	5	3	54
3.54763	2	7	3	54
3.54765	2	6	3	54
3.54794	2	7	3	54
3.54802	2	6	3	54
3.54819	2	5	3	54
3.54825	2	7	3	54
3.54831	2	6	3	54
3.54856	2	7	3	54
3.54863	2	6	3	54
3.54875	2	7	3	54
3.54894	2	6	3	54
3.54894	2	5	3	54
3.54913	2	7	3	54
3.54915	2	6	3	54
3.54944	2	7	3	54
