time(s)	cellId	rnti	lcid	packetSize	delay(s)
3.15041	2	7	3	54	0.000656248
3.15041	2	7	3	54	0.000602676
3.15041	2	7	3	54	0.000477676
3.15041	2	7	3	54	0.000406248
3.15085	2	7	3	54	0.000727676
3.15085	2	7	3	54	0.000602676
3.15085	2	7	3	54	0.000531248
3.15085	2	7	3	54	0.000415176
3.15128	2	7	3	54	0.000718748
3.15128	2	7	3	54	0.000665176
3.15128	2	7	3	54	0.000540176
3.15128	2	7	3	54	0.000468748
3.15172	2	7	3	54	0.000790176
3.15172	2	7	3	54	0.000656248
3.15172	2	7	3	54	0.000602676
3.15172	2	7	3	54	0.000477676
3.15172	2	7	3	54	0.000406248
3.15216	2	7	3	54	0.000727676
3.15216	2	7	3	54	0.000593748
3.15216	2	7	3	54	0.000540176
3.15216	2	7	3	54	0.000415176
3.1526	2	7	3	54	0.000718748
3.1526	2	7	3	54	0.000665176
3.1526	2	7	3	54	0.000540176
3.15278	2	5	3	54	0.000602676
3.15278	2	5	3	54	0.000477676
3.15278	2	5	3	54	0.000406248
3.15278	2	5	3	54	0.000290176
3.15328	2	5	3	54	0.000656248
3.15328	2	5	3	54	0.000602676
3.15328	2	5	3	54	0.000477676
3.15328	2	5	3	54	0.000406248
3.15372	2	5	3	54	0.000723212
3.15372	2	5	3	54	0.000589284
3.15372	2	5	3	54	0.000535712
3.15372	2	5	3	54	0.000410712
3.15416	2	5	3	54	0.000718748
3.15416	2	5	3	54	0.000665176
3.15416	2	5	3	54	0.000540176
3.15416	2	5	3	54	0.000468748
3.1546	2	5	3	54	0.000790176
3.1546	2	5	3	54	0.000656248
3.1546	2	5	3	54	0.000602676
3.1546	2	5	3	54	0.000477676
3.1546	2	5	3	54	0.000406248
3.15503	2	5	3	54	0.000727676
3.15503	2	5	3	54	0.000593748
3.15503	2	5	3	54	0.000540176
3.15503	2	5	3	54	0.000415176
3.15547	2	5	3	54	0.000781248
3.15547	2	5	3	54	0.000665176
3.15547	2	5	3	54	0.000540176
3.15547	2	5	3	54	0.000468748
3.15591	2	5	3	54	0.000790176
3.15591	2	5	3	54	0.000656248
3.15591	2	5	3	54	0.000602676
3.15603	2	1	3	54	0.000602676
3.15603	2	1	3	54	0.000531248
3.15603	2	1	3	54	0.000415176
3.15603	2	1	3	54	0.000281248
3.15641	2	1	3	54	0.000602676
3.15641	2	1	3	54	0.000477676
3.15641	2	1	3	54	0.000406248
3.15641	2	1	3	54	0.000290176
3.15691	2	1	3	54	0.000656248
3.15691	2	1	3	54	0.000602676
3.15691	2	1	3	54	0.000477676
3.15691	2	1	3	54	0.000343748
3.15735	2	1	3	54	0.000727676
3.15735	2	1	3	54	0.000602676
3.15735	2	1	3	54	0.000531248
3.15735	2	1	3	54	0.000415176
3.15778	2	1	3	54	0.000718748
3.15778	2	1	3	54	0.000665176
3.15778	2	1	3	54	0.000540176
3.15778	2	1	3	54	0.000468748
3.15822	2	1	3	54	0.000790176
3.15822	2	1	3	54	0.000656248
3.15822	2	1	3	54	0.000602676
3.15822	2	1	3	54	0.000477676
3.15822	2	1	3	54	0.000406248
3.15866	2	1	3	54	0.000727676
3.15866	2	1	3	54	0.000602676
3.15866	2	1	3	54	0.000531248
3.15866	2	1	3	54	0.000415176
3.1591	2	1	3	54	0.000718748
3.1591	2	1	3	54	0.000665176
3.1591	2	1	3	54	0.000540176
3.1591	2	1	3	54	0.000468748
3.15953	2	1	3	54	0.000790176
3.15953	2	1	3	54	0.000656248
3.15953	2	1	3	54	0.000602676
3.15953	2	1	3	54	0.000477676
3.15997	2	1	3	54	0.000843748
3.15997	2	1	3	54	0.000727676
3.15997	2	1	3	54	0.000593748
3.15997	2	1	3	54	0.000540176
3.15997	2	1	3	54	0.000415176
3.16041	2	1	3	54	0.000718748
3.16041	2	1	3	54	0.000665176
3.16041	2	1	3	54	0.000540176
3.16041	2	1	3	54	0.000468748
3.16085	2	1	3	54	0.000790176
3.16085	2	1	3	54	0.000656248
3.16085	2	1	3	54	0.000602676
3.16085	2	1	3	54	0.000477676
3.16128	2	1	3	54	0.000843748
3.16128	2	1	3	54	0.000727676
3.16128	2	1	3	54	0.000593748
3.16128	2	1	3	54	0.000540176
3.16172	2	1	3	54	0.000852676
3.16172	2	1	3	54	0.000781248
3.16172	2	1	3	54	0.000665176
3.16172	2	1	3	54	0.000540176
3.16172	2	1	3	54	0.000468748
3.16216	2	1	3	54	0.000790176
3.16216	2	1	3	54	0.000656248
3.16216	2	1	3	54	0.000602676
3.16216	2	1	3	54	0.000477676
3.1626	2	1	3	54	0.000843748
3.1626	2	1	3	54	0.000727676
3.1626	2	1	3	54	0.000593748
3.1626	2	1	3	54	0.000540176
3.16291	2	5	3	54	0.000656248
3.16291	2	5	3	54	0.000540176
3.16291	2	5	3	54	0.000406248
3.16291	2	5	3	54	0.000352676
3.16303	2	1	3	54	0.000848212
3.16328	2	5	3	54	0.000602676
3.16328	2	5	3	54	0.000531248
3.16328	2	5	3	54	0.000415176
3.16328	2	5	3	54	0.000290176
3.16372	2	5	3	54	0.000651784
3.16372	2	5	3	54	0.000535712
3.16372	2	5	3	54	0.000401784
3.16372	2	5	3	54	0.000348212
3.1641	2	5	3	54	0.000602676
3.1641	2	5	3	54	0.000531248
3.1641	2	5	3	54	0.000415176
3.1641	2	5	3	54	0.000281248
3.16447	2	5	3	54	0.000602676
3.16447	2	5	3	54	0.000477676
3.16447	2	5	3	54	0.000406248
3.16447	2	5	3	54	0.000290176
3.16497	2	5	3	54	0.000656248
3.16497	2	5	3	54	0.000602676
3.16497	2	5	3	54	0.000477676
3.16497	2	5	3	54	0.000352676
3.16541	2	5	3	54	0.000718748
3.16541	2	5	3	54	0.000602676
3.16541	2	5	3	54	0.000468748
3.16541	2	5	3	54	0.000415176
3.16585	2	5	3	54	0.000727676
3.16585	2	5	3	54	0.000656248
3.16585	2	5	3	54	0.000540176
3.16585	2	5	3	54	0.000415176
3.16628	2	5	3	54	0.000781248
3.16628	2	5	3	54	0.000665176
3.16628	2	5	3	54	0.000531248
3.16628	2	5	3	54	0.000477676
3.16628	2	5	3	54	0.000352676
3.16672	2	5	3	54	0.000718748
3.16672	2	5	3	54	0.000602676
3.16672	2	5	3	54	0.000468748
3.16672	2	5	3	54	0.000415176
3.16716	2	5	3	54	0.000727676
3.16716	2	5	3	54	0.000656248
3.16716	2	5	3	54	0.000540176
3.16716	2	5	3	54	0.000406248
3.1676	2	5	3	54	0.000790176
3.1676	2	5	3	54	0.000665176
3.1676	2	5	3	54	0.000593748
3.16766	2	6	3	54	0.000602676
3.16766	2	6	3	54	0.000477676
3.16766	2	6	3	54	0.000343748
