time(s)	cellId	rnti	lcid	packetSize
3.4695	2	6	3	489
3.46994	2	6	3	489
3.47038	2	6	3	740
3.47082	2	6	3	489
3.47125	2	6	3	489
3.4715	2	7	3	223
3.47169	2	6	3	203
3.47194	2	7	3	223
3.47232	2	7	3	223
3.47282	2	7	3	239
3.47325	2	7	3	239
3.47369	2	7	3	239
3.47413	2	7	3	239
3.47457	2	7	3	239
3.475	2	7	3	239
3.47544	2	7	3	489
3.47588	2	7	3	740
3.47632	2	7	3	489
3.47675	2	7	3	489
3.47719	2	7	3	740
3.47763	2	7	3	489
3.47807	2	7	3	489
3.4785	2	7	3	489
3.47894	2	7	3	738
3.47938	2	7	3	489
3.47982	2	7	3	489
3.48025	2	7	3	488
3.48069	2	7	3	740
3.48113	2	7	3	489
3.48157	2	7	3	489
3.482	2	7	3	489
3.48244	2	7	3	740
3.48275	2	6	3	239
3.48288	2	7	3	176
3.48319	2	6	3	239
3.48363	2	6	3	740
3.48407	2	6	3	239
3.4845	2	6	3	740
3.48494	2	6	3	239
3.48538	2	6	3	489
3.48582	2	6	3	489
3.48625	2	6	3	489
3.48669	2	6	3	489
3.48713	2	6	3	489
3.48757	2	6	3	489
3.488	2	6	3	489
3.48844	2	6	3	489
3.48888	2	6	3	489
3.48932	2	6	3	489
3.48975	2	6	3	489
3.49019	2	6	3	489
3.49063	2	6	3	489
3.49107	2	6	3	489
3.4915	2	6	3	489
3.49194	2	6	3	489
3.49238	2	6	3	489
3.49282	2	6	3	489
3.49325	2	6	3	489
3.49363	2	7	3	191
3.49369	2	6	3	487
3.49413	2	7	3	239
3.49413	2	6	3	167
3.49457	2	7	3	489
3.49463	2	6	3	167
3.495	2	7	3	239
3.49513	2	6	3	239
3.49544	2	7	3	239
3.49557	2	6	3	208
3.49588	2	7	3	645
3.49619	2	6	3	239
3.49657	2	7	3	191
3.49663	2	6	3	485
3.49694	2	7	3	239
3.49738	2	7	3	489
3.49782	2	7	3	489
3.49825	2	7	3	489
3.49869	2	7	3	740
3.49913	2	7	3	487
3.49957	2	7	3	489
3.5	2	7	3	489
3.50044	2	7	3	740
3.50088	2	7	3	489
3.50132	2	7	3	489
3.50175	2	7	3	489
3.50219	2	7	3	740
3.50263	2	7	3	489
3.50307	2	7	3	489
3.5035	2	7	3	740
3.50394	2	7	3	239
3.50438	2	7	3	740
3.50482	2	7	3	489
3.50525	2	7	3	489
3.50569	2	7	3	740
3.50613	2	7	3	489
3.50657	2	7	3	489
3.507	2	7	3	489
3.50744	2	7	3	740
3.50788	2	7	3	489
3.50832	2	7	3	489
3.50875	2	7	3	740
3.50919	2	7	3	239
3.50963	2	7	3	740
3.51007	2	7	3	489
3.5105	2	7	3	489
3.51094	2	7	3	740
3.51138	2	7	3	489
3.51182	2	7	3	489
3.51225	2	7	3	740
3.51269	2	7	3	489
3.51313	2	7	3	489
3.51357	2	7	3	489
3.514	2	7	3	740
3.51444	2	7	3	237
3.51488	2	7	3	740
3.51532	2	7	3	489
3.51575	2	7	3	489
3.51619	2	7	3	740
3.51663	2	7	3	489
3.51707	2	7	3	489
3.5175	2	7	3	740
3.51794	2	7	3	239
3.51838	2	7	3	740
3.51882	2	7	3	390
3.51882	2	1	3	239
3.51919	2	7	3	239
3.51925	2	1	3	399
3.51963	2	7	3	145
3.51963	2	1	3	239
3.52007	2	1	3	489
3.5205	2	1	3	489
3.52094	2	1	3	740
