% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	stream	harqId	ndi	rv	mcs	tbSize
3.58306	1	0	3	6	358	3	5	12	1	0	15	1	0	28	118
3.58331	1	0	2	7	358	3	9	11	1	0	15	1	0	28	118
3.5835	1	0	3	6	358	3	12	12	1	0	15	1	0	28	118
3.58375	1	0	2	7	358	4	0	12	1	0	15	1	0	28	118
3.58394	1	0	3	6	358	4	3	12	1	0	15	1	0	28	118
3.58419	1	0	2	7	358	4	7	12	1	0	15	1	0	28	118
3.58438	1	0	3	6	358	4	10	12	1	0	15	1	0	28	118
3.58462	1	0	2	7	358	4	14	11	2	0	15	1	0	28	239
3.58481	1	0	3	6	358	5	1	12	1	0	15	1	0	28	118
3.58506	1	0	2	7	358	5	5	12	1	0	15	1	0	28	118
3.58525	1	0	3	6	358	5	8	12	1	0	15	1	0	28	118
3.5855	1	0	2	7	358	5	12	12	1	0	15	1	0	28	118
3.58569	1	0	3	6	358	5	15	12	1	0	15	1	0	28	118
3.58594	1	0	2	7	358	6	3	12	1	0	15	1	0	28	118
3.58613	1	0	3	6	358	6	6	12	1	0	15	1	0	28	118
3.58637	1	0	2	7	358	6	10	11	1	0	15	1	0	28	118
3.58656	1	0	3	6	358	6	13	11	2	0	15	1	0	28	239
3.58681	1	0	2	7	358	7	1	12	1	0	15	1	0	28	118
3.587	1	0	3	6	358	7	4	12	1	0	15	1	0	28	118
3.58725	1	0	2	7	358	7	8	12	1	0	15	1	0	28	118
3.58744	1	0	3	6	358	7	11	11	1	0	15	1	0	28	118
3.58769	1	0	2	7	358	7	15	12	1	0	15	1	0	28	118
3.58787	1	0	3	6	358	8	2	12	1	0	15	1	0	28	118
3.58812	1	0	2	7	358	8	6	12	1	0	15	1	0	28	118
3.58831	1	0	3	6	358	8	9	11	1	0	15	1	0	28	118
3.58856	1	0	2	7	358	8	13	12	1	0	15	1	0	28	118
3.58875	1	0	3	6	358	9	0	12	1	0	15	1	0	28	118
3.589	1	0	2	7	358	9	4	10	2	0	15	1	0	28	239
3.58919	1	0	3	6	358	9	7	11	2	0	15	1	0	28	239
3.58944	1	0	2	7	358	9	11	12	1	0	15	1	0	28	118
3.58969	1	0	3	6	358	9	15	12	1	0	15	1	0	28	118
3.58988	1	0	2	7	359	0	2	12	1	0	15	1	0	28	118
3.59013	1	0	3	6	359	0	6	12	1	0	15	1	0	28	118
3.59031	1	0	2	7	359	0	9	12	1	0	15	1	0	28	118
3.59056	1	0	3	6	359	0	13	12	1	0	15	1	0	28	118
3.59075	1	0	2	7	359	1	0	12	1	0	15	1	0	28	118
3.591	1	0	3	6	359	1	4	12	1	0	15	1	0	28	118
3.59119	1	0	2	7	359	1	7	12	1	0	15	1	0	28	118
3.59144	1	0	3	6	359	1	11	11	2	0	15	1	0	28	239
3.59163	1	0	2	7	359	1	14	12	1	0	15	1	0	28	118
3.59187	1	0	3	6	359	2	2	12	1	0	15	1	0	28	118
3.59206	1	0	2	7	359	2	5	12	1	0	15	1	0	28	118
3.59231	1	0	3	6	359	2	9	12	1	0	15	1	0	28	118
3.5925	1	0	2	7	359	2	12	12	1	0	15	1	0	28	118
3.59275	1	0	3	6	359	3	0	12	1	0	15	1	0	28	118
3.59294	1	0	2	7	359	3	3	12	1	0	15	1	0	28	118
3.59319	1	0	3	6	359	3	7	12	1	0	15	1	0	28	118
3.59337	1	0	2	7	359	3	10	12	1	0	15	1	0	28	118
3.59362	1	0	3	6	359	3	14	11	1	0	15	1	0	28	118
3.59381	1	0	2	7	359	4	1	12	1	0	15	1	0	28	118
3.59406	1	0	3	6	359	4	5	11	2	0	15	1	0	28	239
3.59425	1	0	2	7	359	4	8	12	1	0	15	1	0	28	118
3.5945	1	0	3	6	359	4	12	12	1	0	15	1	0	28	118
3.59469	1	0	2	7	359	4	15	12	1	0	15	1	0	28	118
3.59494	1	0	3	6	359	5	3	12	1	0	15	1	0	28	118
3.59512	1	0	2	7	359	5	6	11	2	0	15	1	0	28	239
3.59538	1	0	3	6	359	5	10	12	1	0	15	1	0	28	118
3.59569	1	0	2	7	359	5	15	12	1	0	15	1	0	28	118
3.59581	1	0	3	6	359	6	1	12	1	0	15	1	0	28	118
3.59612	1	0	2	7	359	6	6	12	1	0	15	1	0	28	118
3.59631	1	0	3	6	359	6	9	12	1	0	15	1	0	28	118
3.59656	1	0	2	7	359	6	13	12	1	0	15	1	0	28	118
3.59675	1	0	3	6	359	7	0	11	2	0	15	1	0	28	239
3.597	1	0	2	7	359	7	4	12	1	0	15	1	0	28	118
3.59719	1	0	3	6	359	7	7	12	1	0	15	1	0	28	118
3.5975	1	0	2	7	359	7	12	12	1	0	15	1	0	28	118
3.59762	1	0	3	6	359	7	14	11	1	0	15	1	0	28	118
3.59794	1	0	2	7	359	8	3	12	1	0	15	1	0	28	118
3.598	1	0	6	3	359	8	4	12	1	0	15	1	0	28	118
3.59806	1	0	3	6	359	8	5	12	1	0	15	1	0	28	118
3.59837	1	0	2	7	359	8	10	12	1	0	15	1	0	28	118
3.5985	1	0	3	6	359	8	12	11	2	0	15	1	0	28	239
3.59894	1	0	3	6	359	9	3	12	1	0	15	1	0	28	118
3.599	1	0	4	5	359	9	4	11	1	0	15	1	0	28	118
3.59944	1	0	4	5	359	9	11	12	1	0	15	1	0	28	118
3.59987	1	0	4	5	360	0	2	12	1	0	15	1	0	28	118
3.60025	1	0	4	5	360	0	8	12	1	0	15	1	0	28	118
3.60069	1	0	4	5	360	0	15	12	1	0	15	1	0	28	118
3.60113	1	0	4	5	360	1	6	12	1	0	15	1	0	28	118
3.6015	1	0	4	5	360	1	12	12	1	0	15	1	0	28	118
3.60194	1	0	4	5	360	2	3	12	1	0	15	1	0	28	118
3.60237	1	0	4	5	360	2	10	12	1	0	15	1	0	28	118
3.60275	1	0	4	5	360	3	0	12	1	0	15	1	0	28	118
3.60319	1	0	4	5	360	3	7	12	1	0	15	1	0	28	118
3.60369	1	0	4	5	360	3	15	12	1	0	15	1	0	28	118
3.60412	1	0	4	5	360	4	6	12	1	0	15	1	0	28	118
3.6045	1	0	4	5	360	4	12	12	1	0	15	1	0	28	118
3.60494	1	0	4	5	360	5	3	12	1	0	15	1	0	28	118
3.60537	1	0	4	5	360	5	10	12	1	0	15	1	0	28	118
3.60575	1	0	4	5	360	6	0	12	1	0	15	1	0	28	118
3.60619	1	0	4	5	360	6	7	12	1	0	15	1	0	28	118
3.60663	1	0	4	5	360	6	14	12	1	0	15	1	0	28	118
3.60706	1	0	4	5	360	7	5	12	1	0	15	1	0	28	118
3.60744	1	0	4	5	360	7	11	11	1	0	15	1	0	28	118
3.60787	1	0	4	5	360	8	2	12	1	0	15	1	0	28	118
3.60825	1	0	4	5	360	8	8	12	1	0	15	1	0	28	118
3.60869	1	0	4	5	360	8	15	12	1	0	15	1	0	28	118
3.60913	1	0	4	5	360	9	6	12	1	0	15	1	0	28	118
3.60956	1	0	4	5	360	9	13	12	1	0	15	1	0	28	118
3.61	1	0	4	5	361	0	4	12	1	0	15	1	0	28	118
3.61037	1	0	4	5	361	0	10	12	1	0	15	1	0	28	118
3.61081	1	0	4	5	361	1	1	12	1	0	15	1	0	28	118
3.61125	1	0	4	5	361	1	8	11	1	0	15	1	0	28	118
3.61163	1	0	4	5	361	1	14	12	1	0	15	1	0	28	118
3.61206	1	0	4	5	361	2	5	12	1	0	15	1	0	28	118
3.6125	1	0	4	5	361	2	12	12	1	0	15	1	0	28	118
3.61287	1	0	6	3	361	3	2	12	1	0	15	1	0	28	118
3.61294	1	0	4	5	361	3	3	11	1	0	15	1	0	28	118
3.61294	1	0	2	7	361	3	3	12	1	0	15	1	0	28	118
3.61313	1	0	3	6	361	3	6	12	1	0	15	1	0	28	118
3.61338	1	0	2	7	361	3	10	12	1	0	15	1	0	28	118
3.61356	1	0	3	6	361	3	13	12	1	0	15	1	0	28	118
3.61381	1	0	2	7	361	4	1	12	1	0	15	1	0	28	118
3.614	1	0	3	6	361	4	4	11	1	0	15	1	0	28	118
3.61425	1	0	2	7	361	4	8	12	1	0	15	1	0	28	118
3.61444	1	0	3	6	361	4	11	12	1	0	15	1	0	28	118
3.61469	1	0	2	7	361	4	15	11	2	0	15	1	0	28	239
3.61488	1	0	3	6	361	5	2	12	1	0	15	1	0	28	118
3.61512	1	0	2	7	361	5	6	12	1	0	15	1	0	28	118
3.61531	1	0	3	6	361	5	9	12	1	0	15	1	0	28	118
3.61556	1	0	2	7	361	5	13	12	1	0	15	1	0	28	118
3.61575	1	0	3	6	361	6	0	12	1	0	15	1	0	28	118
3.616	1	0	2	7	361	6	4	12	1	0	15	1	0	28	118
3.61619	1	0	3	6	361	6	7	12	1	0	15	1	0	28	118
3.61644	1	0	2	7	361	6	11	12	1	0	15	1	0	28	118
3.61662	1	0	3	6	361	6	14	12	1	0	15	1	0	28	118
3.61687	1	0	2	7	361	7	2	12	1	0	15	1	0	28	118
3.61706	1	0	3	6	361	7	5	12	1	0	15	1	0	28	118
3.61731	1	0	2	7	361	7	9	12	1	0	15	1	0	28	118
3.6175	1	0	3	6	361	7	12	11	2	0	15	1	0	28	239
3.61775	1	0	2	7	361	8	0	12	1	0	15	1	0	28	118
3.61794	1	0	3	6	361	8	3	12	1	0	15	1	0	28	118
3.61819	1	0	2	7	361	8	7	11	2	0	15	1	0	28	239
3.61831	1	0	3	6	361	8	9	11	1	0	15	1	0	28	118
3.61869	1	0	2	7	361	8	15	12	1	0	15	1	0	28	118
3.61875	1	0	3	6	361	9	0	12	1	0	15	1	0	28	118
3.61912	1	0	2	7	361	9	6	12	1	0	15	1	0	28	118
3.61919	1	0	3	6	361	9	7	12	1	0	15	1	0	28	118
3.61956	1	0	2	7	361	9	13	12	1	0	15	1	0	28	118
3.61963	1	0	3	6	361	9	14	12	1	0	15	1	0	28	118
3.62	1	0	2	7	362	0	4	12	1	0	15	1	0	28	118
3.62006	1	0	3	6	362	0	5	12	1	0	15	1	0	28	118
3.62044	1	0	2	7	362	0	11	12	1	0	15	1	0	28	118
3.6205	1	0	3	6	362	0	12	12	1	0	15	1	0	28	118
3.62087	1	0	2	7	362	1	2	11	2	0	15	1	0	28	239
3.62094	1	0	3	6	362	1	3	12	1	0	15	1	0	28	118
3.62131	1	0	2	7	362	1	9	12	1	0	15	1	0	28	118
3.62138	1	0	3	6	362	1	10	11	1	0	15	1	0	28	118
3.62175	1	0	2	7	362	2	0	12	1	0	15	1	0	28	118
3.62181	1	0	3	6	362	2	1	11	2	0	15	1	0	28	239
3.62219	1	0	2	7	362	2	7	12	1	0	15	1	0	28	118
3.62225	1	0	3	6	362	2	8	12	1	0	15	1	0	28	118
3.62263	1	0	2	7	362	2	14	11	1	0	15	1	0	28	118
3.62269	1	0	3	6	362	2	15	12	1	0	15	1	0	28	118
3.62306	1	0	2	7	362	3	5	12	1	0	15	1	0	28	118
3.62312	1	0	3	6	362	3	6	12	1	0	15	1	0	28	118
3.6235	1	0	2	7	362	3	12	11	2	0	15	1	0	28	239
3.62356	1	0	3	6	362	3	13	12	1	0	15	1	0	28	118
3.62394	1	0	2	7	362	4	3	12	1	0	15	1	0	28	118
3.624	1	0	3	6	362	4	4	11	1	0	15	1	0	28	118
3.62438	1	0	2	7	362	4	10	12	1	0	15	1	0	28	118
3.62444	1	0	3	6	362	4	11	12	1	0	15	1	0	28	118
3.62481	1	0	2	7	362	5	1	12	1	0	15	1	0	28	118
3.62487	1	0	3	6	362	5	2	12	1	0	15	1	0	28	118
3.62525	1	0	2	7	362	5	8	12	1	0	15	1	0	28	118
3.62531	1	0	3	6	362	5	9	12	1	0	15	1	0	28	118
3.62569	1	0	2	7	362	5	15	12	1	0	15	1	0	28	118
3.62575	1	0	3	6	362	6	0	12	1	0	15	1	0	28	118
3.62613	1	0	2	7	362	6	6	11	2	0	15	1	0	28	239
3.62619	1	0	3	6	362	6	7	12	1	0	15	1	0	28	118
3.62637	1	0	6	3	362	6	10	11	1	0	15	1	0	28	118
3.6265	1	0	2	7	362	6	12	12	1	0	15	1	0	28	118
3.62663	1	0	3	6	362	6	14	12	1	0	15	1	0	28	118
3.62694	1	0	2	7	362	7	3	12	1	0	15	1	0	28	118
3.62706	1	0	3	6	362	7	5	12	1	0	15	1	0	28	118
3.62737	1	0	2	7	362	7	10	12	1	0	15	1	0	28	118
3.6275	1	0	3	6	362	7	12	11	2	0	15	1	0	28	239
3.62781	1	0	2	7	362	8	1	12	1	0	15	1	0	28	118
3.628	1	0	3	6	362	8	4	12	1	0	15	1	0	28	118
3.62825	1	0	2	7	362	8	8	12	1	0	15	1	0	28	118
3.62844	1	0	3	6	362	8	11	12	1	0	15	1	0	28	118
3.62869	1	0	2	7	362	8	15	11	2	0	15	1	0	28	239
3.62887	1	0	3	6	362	9	2	12	1	0	15	1	0	28	118
3.62913	1	0	2	7	362	9	6	12	1	0	15	1	0	28	118
3.62931	1	0	3	6	362	9	9	12	1	0	15	1	0	28	118
3.62956	1	0	2	7	362	9	13	12	1	0	15	1	0	28	118
3.62975	1	0	3	6	363	0	0	12	1	0	15	1	0	28	118
3.63	1	0	2	7	363	0	4	12	1	0	15	1	0	28	118
3.63019	1	0	3	6	363	0	7	11	1	0	15	1	0	28	118
3.63044	1	0	2	7	363	0	11	12	1	0	15	1	0	28	118
3.63063	1	0	3	6	363	0	14	12	1	0	15	1	0	28	118
3.63088	1	0	2	7	363	1	2	12	1	0	15	1	0	28	118
3.63106	1	0	3	6	363	1	5	12	1	0	15	1	0	28	118
3.63131	1	0	2	7	363	1	9	12	1	0	15	1	0	28	118
3.6315	1	0	3	6	363	1	12	12	1	0	15	1	0	28	118
3.63175	1	0	2	7	363	2	0	12	1	0	15	1	0	28	118
3.63194	1	0	3	6	363	2	3	11	2	0	15	1	0	28	239
3.63219	1	0	2	7	363	2	7	12	1	0	15	1	0	28	118
3.63238	1	0	3	6	363	2	10	12	1	0	15	1	0	28	118
3.63262	1	0	2	7	363	2	14	11	1	0	15	1	0	28	118
3.63281	1	0	3	6	363	3	1	12	1	0	15	1	0	28	118
3.63306	1	0	2	7	363	3	5	12	1	0	15	1	0	28	118
3.63325	1	0	3	6	363	3	8	12	1	0	15	1	0	28	118
3.6335	1	0	2	7	363	3	12	12	1	0	15	1	0	28	118
3.63369	1	0	3	6	363	3	15	11	2	0	15	1	0	28	239
3.63394	1	0	2	7	363	4	3	12	1	0	15	1	0	28	118
3.63413	1	0	3	6	363	4	6	12	1	0	15	1	0	28	118
3.63437	1	0	2	7	363	4	10	11	2	0	15	1	0	28	239
3.63456	1	0	3	6	363	4	13	12	1	0	15	1	0	28	118
3.63481	1	0	2	7	363	5	1	12	1	0	15	1	0	28	118
3.635	1	0	3	6	363	5	4	12	1	0	15	1	0	28	118
3.63525	1	0	2	7	363	5	8	12	1	0	15	1	0	28	118
3.63544	1	0	3	6	363	5	11	12	1	0	15	1	0	28	118
3.63569	1	0	2	7	363	5	15	12	1	0	15	1	0	28	118
3.63587	1	0	3	6	363	6	2	12	1	0	15	1	0	28	118
3.63612	1	0	2	7	363	6	6	12	1	0	15	1	0	28	118
3.63631	1	0	3	6	363	6	9	11	2	0	15	1	0	28	239
3.63656	1	0	2	7	363	6	13	12	1	0	15	1	0	28	118
3.63675	1	0	3	6	363	7	0	12	1	0	15	1	0	28	118
3.637	1	0	2	7	363	7	4	12	1	0	15	1	0	28	118
3.63719	1	0	3	6	363	7	7	12	1	0	15	1	0	28	118
3.6375	1	0	2	7	363	7	12	12	1	0	15	1	0	28	118
3.63762	1	0	3	6	363	7	14	11	1	0	15	1	0	28	118
3.63794	1	0	2	7	363	8	3	11	2	0	15	1	0	28	239
3.63806	1	0	3	6	363	8	5	12	1	0	15	1	0	28	118
3.63837	1	0	2	7	363	8	10	12	1	0	15	1	0	28	118
3.6385	1	0	3	6	363	8	12	12	1	0	15	1	0	28	118
3.63881	1	0	2	7	363	9	1	12	1	0	15	1	0	28	118
3.63894	1	0	3	6	363	9	3	12	1	0	15	1	0	28	118
3.63925	1	0	2	7	363	9	8	12	1	0	15	1	0	28	118
3.63937	1	0	3	6	363	9	10	12	1	0	15	1	0	28	118
3.63969	1	0	2	7	363	9	15	12	1	0	15	1	0	28	118
3.63981	1	0	3	6	364	0	1	12	1	0	15	1	0	28	118
3.64012	1	0	2	7	364	0	6	11	2	0	15	1	0	28	239
3.64025	1	0	3	6	364	0	8	12	1	0	15	1	0	28	118
3.64056	1	0	2	7	364	0	13	12	1	0	15	1	0	28	118
3.64069	1	0	3	6	364	0	15	12	1	0	15	1	0	28	118
3.641	1	0	2	7	364	1	4	12	1	0	15	1	0	28	118
3.64113	1	0	3	6	364	1	6	12	1	0	15	1	0	28	118
3.64144	1	0	2	7	364	1	11	12	1	0	15	1	0	28	118
3.64156	1	0	3	6	364	1	13	12	1	0	15	1	0	28	118
3.64188	1	0	2	7	364	2	2	12	1	0	15	1	0	28	118
3.642	1	0	3	6	364	2	4	12	1	0	15	1	0	28	118
3.64231	1	0	2	7	364	2	9	12	1	0	15	1	0	28	118
3.64244	1	0	3	6	364	2	11	11	1	0	15	1	0	28	118
3.64275	1	0	2	7	364	3	0	11	2	0	15	1	0	28	239
3.64288	1	0	3	6	364	3	2	12	1	0	15	1	0	28	118
3.64319	1	0	2	7	364	3	7	12	1	0	15	1	0	28	118
3.64331	1	0	3	6	364	3	9	11	1	0	15	1	0	28	118
3.64363	1	0	2	7	364	3	14	11	1	0	15	1	0	28	118
3.64375	1	0	3	6	364	4	0	12	1	0	15	1	0	28	118
3.64406	1	0	2	7	364	4	5	12	1	0	15	1	0	28	118
3.64419	1	0	3	6	364	4	7	12	1	0	15	1	0	28	118
3.6445	1	0	2	7	364	4	12	12	1	0	15	1	0	28	118
3.64463	1	0	3	6	364	4	14	12	1	0	15	1	0	28	118
3.64494	1	0	2	7	364	5	3	11	2	0	15	1	0	28	239
3.64506	1	0	3	6	364	5	5	12	1	0	15	1	0	28	118
3.64538	1	0	2	7	364	5	10	12	1	0	15	1	0	28	118
3.6455	1	0	3	6	364	5	12	12	1	0	15	1	0	28	118
3.64581	1	0	2	7	364	6	1	12	1	0	15	1	0	28	118
3.64594	1	0	3	6	364	6	3	12	1	0	15	1	0	28	118
3.64625	1	0	2	7	364	6	8	11	1	0	15	1	0	28	118
3.64637	1	0	3	6	364	6	10	11	1	0	15	1	0	28	118
3.64669	1	0	2	7	364	6	15	12	1	0	15	1	0	28	118
3.64681	1	0	3	6	364	7	1	12	1	0	15	1	0	28	118
3.64712	1	0	2	7	364	7	6	12	1	0	15	1	0	28	118
3.64725	1	0	3	6	364	7	8	12	1	0	15	1	0	28	118
3.64756	1	0	2	7	364	7	13	11	2	0	15	1	0	28	239
3.64769	1	0	3	6	364	7	15	11	2	0	15	1	0	28	239
3.64812	1	0	3	6	364	8	6	11	1	0	15	1	0	28	118
3.64812	1	0	2	7	364	8	6	12	1	0	15	1	0	28	118
3.64856	1	0	3	6	364	8	13	11	1	0	15	1	0	28	118
3.64856	1	0	2	7	364	8	13	12	1	0	15	1	0	28	118
3.649	1	0	3	6	364	9	4	10	1	0	15	1	0	28	118
3.649	1	0	2	7	364	9	4	11	1	0	15	1	0	28	118
3.64944	1	0	3	6	364	9	11	11	1	0	15	1	0	28	118
3.64944	1	0	2	7	364	9	11	12	1	0	15	1	0	28	118
3.64988	1	0	3	6	365	0	2	10	1	0	15	1	0	28	118
3.64988	1	0	2	7	365	0	2	11	2	0	15	1	0	28	239
3.65031	1	0	3	6	365	0	9	11	1	0	15	1	0	28	118
3.65031	1	0	2	7	365	0	9	12	1	0	15	1	0	28	118
3.65075	1	0	3	6	365	1	0	11	1	0	15	1	0	28	118
3.65075	1	0	2	7	365	1	0	12	1	0	15	1	0	28	118
3.65119	1	0	3	6	365	1	7	11	1	0	15	1	0	28	118
3.65119	1	0	2	7	365	1	7	12	1	0	15	1	0	28	118
3.65163	1	0	3	6	365	1	14	11	1	0	15	1	0	28	118
3.65163	1	0	2	7	365	1	14	12	1	0	15	1	0	28	118
3.65206	1	0	3	6	365	2	5	11	1	0	15	1	0	28	118
3.65206	1	0	2	7	365	2	5	12	1	0	15	1	0	28	118
3.6525	1	0	3	6	365	2	12	10	1	0	15	1	0	28	118
3.6525	1	0	2	7	365	2	12	11	2	0	15	1	0	28	239
3.65294	1	0	3	6	365	3	3	11	1	0	15	1	0	28	118
3.65294	1	0	2	7	365	3	3	12	1	0	15	1	0	28	118
3.65338	1	0	3	6	365	3	10	11	1	0	15	1	0	28	118
3.65338	1	0	2	7	365	3	10	12	1	0	15	1	0	28	118
3.65381	1	0	3	6	365	4	1	11	1	0	15	1	0	28	118
3.65381	1	0	2	7	365	4	1	12	1	0	15	1	0	28	118
3.65425	1	0	3	6	365	4	8	11	1	0	15	1	0	28	118
3.65425	1	0	2	7	365	4	8	12	1	0	15	1	0	28	118
3.65469	1	0	3	6	365	4	15	10	2	0	15	1	0	28	239
3.65469	1	0	2	7	365	4	15	12	1	0	15	1	0	28	118
3.65512	1	0	3	6	365	5	6	11	1	0	15	1	0	28	118
3.65512	1	0	2	7	365	5	6	12	1	0	15	1	0	28	118
3.6555	1	0	3	6	365	5	12	12	1	0	15	1	0	28	118
3.65556	1	0	2	7	365	5	13	12	1	0	15	1	0	28	118
3.65594	1	0	3	6	365	6	3	12	1	0	15	1	0	28	118
3.656	1	0	2	7	365	6	4	12	1	0	15	1	0	28	118
3.65638	1	0	3	6	365	6	10	11	1	0	15	1	0	28	118
3.65644	1	0	2	7	365	6	11	12	1	0	15	1	0	28	118
3.65681	1	0	3	6	365	7	1	12	1	0	15	1	0	28	118
3.65687	1	0	2	7	365	7	2	11	2	0	15	1	0	28	239
3.65725	1	0	3	6	365	7	8	11	2	0	15	1	0	28	239
3.65738	1	0	2	7	365	7	10	12	1	0	15	1	0	28	118
3.65769	1	0	3	6	365	7	15	12	1	0	15	1	0	28	118
3.65781	1	0	2	7	365	8	1	12	1	0	15	1	0	28	118
3.65813	1	0	3	6	365	8	6	12	1	0	15	1	0	28	118
3.65825	1	0	2	7	365	8	8	12	1	0	15	1	0	28	118
3.65856	1	0	3	6	365	8	13	12	1	0	15	1	0	28	118
3.65869	1	0	2	7	365	8	15	12	1	0	15	1	0	28	118
3.659	1	0	3	6	365	9	4	11	1	0	15	1	0	28	118
3.65912	1	0	2	7	365	9	6	12	1	0	15	1	0	28	118
3.65944	1	0	3	6	365	9	11	12	1	0	15	1	0	28	118
3.65956	1	0	2	7	365	9	13	12	1	0	15	1	0	28	118
3.65987	1	0	3	6	366	0	2	11	2	0	15	1	0	28	239
3.66	1	0	2	7	366	0	4	12	1	0	15	1	0	28	118
3.66031	1	0	3	6	366	0	9	12	1	0	15	1	0	28	118
3.66044	1	0	2	7	366	0	11	12	1	0	15	1	0	28	118
3.66075	1	0	3	6	366	1	0	12	1	0	15	1	0	28	118
3.66087	1	0	2	7	366	1	2	12	1	0	15	1	0	28	118
3.66119	1	0	3	6	366	1	7	12	1	0	15	1	0	28	118
3.66131	1	0	2	7	366	1	9	12	1	0	15	1	0	28	118
3.66162	1	0	3	6	366	1	14	12	1	0	15	1	0	28	118
3.66175	1	0	2	7	366	2	0	12	1	0	15	1	0	28	118
3.66206	1	0	3	6	366	2	5	12	1	0	15	1	0	28	118
3.66219	1	0	2	7	366	2	7	12	1	0	15	1	0	28	118
3.6625	1	0	3	6	366	2	12	11	2	0	15	1	0	28	239
3.66262	1	0	2	7	366	2	14	11	1	0	15	1	0	28	118
3.66294	1	0	3	6	366	3	3	12	1	0	15	1	0	28	118
3.66306	1	0	2	7	366	3	5	12	1	0	15	1	0	28	118
3.66337	1	0	3	6	366	3	10	12	1	0	15	1	0	28	118
3.6635	1	0	2	7	366	3	12	11	2	0	15	1	0	28	239
3.66381	1	0	3	6	366	4	1	12	1	0	15	1	0	28	118
3.66412	1	0	2	7	366	4	6	12	1	0	15	1	0	28	118
3.66425	1	0	3	6	366	4	8	12	1	0	15	1	0	28	118
3.66456	1	0	2	7	366	4	13	12	1	0	15	1	0	28	118
3.66469	1	0	3	6	366	4	15	12	1	0	15	1	0	28	118
3.665	1	0	2	7	366	5	4	12	1	0	15	1	0	28	118
3.66513	1	0	3	6	366	5	6	11	2	0	15	1	0	28	239
3.66544	1	0	2	7	366	5	11	12	1	0	15	1	0	28	118
3.66556	1	0	3	6	366	5	13	12	1	0	15	1	0	28	118
3.66588	1	0	2	7	366	6	2	12	1	0	15	1	0	28	118
3.666	1	0	3	6	366	6	4	12	1	0	15	1	0	28	118
3.66631	1	0	2	7	366	6	9	12	1	0	15	1	0	28	118
3.66644	1	0	3	6	366	6	11	12	1	0	15	1	0	28	118
3.66675	1	0	2	7	366	7	0	12	1	0	15	1	0	28	118
3.66688	1	0	3	6	366	7	2	12	1	0	15	1	0	28	118
3.66719	1	0	2	7	366	7	7	12	1	0	15	1	0	28	118
3.66731	1	0	3	6	366	7	9	11	2	0	15	1	0	28	239
3.66763	1	0	2	7	366	7	14	11	1	0	15	1	0	28	118
3.66775	1	0	3	6	366	8	0	12	1	0	15	1	0	28	118
3.66806	1	0	2	7	366	8	5	12	1	0	15	1	0	28	118
3.66819	1	0	3	6	366	8	7	12	1	0	15	1	0	28	118
3.6685	1	0	2	7	366	8	12	12	1	0	15	1	0	28	118
3.66863	1	0	3	6	366	8	14	11	1	0	15	1	0	28	118
3.66894	1	0	2	7	366	9	3	12	1	0	15	1	0	28	118
3.66906	1	0	3	6	366	9	5	12	1	0	15	1	0	28	118
3.66938	1	0	2	7	366	9	10	12	1	0	15	1	0	28	118
3.6695	1	0	3	6	366	9	12	11	2	0	15	1	0	28	239
3.66981	1	0	2	7	367	0	1	11	2	0	15	1	0	28	239
3.66994	1	0	3	6	367	0	3	12	1	0	15	1	0	28	118
3.67037	1	0	3	6	367	0	10	11	1	0	15	1	0	28	118
3.67037	1	0	2	7	367	0	10	12	1	0	15	1	0	28	118
3.67081	1	0	3	6	367	1	1	11	1	0	15	1	0	28	118
3.67081	1	0	2	7	367	1	1	12	1	0	15	1	0	28	118
3.67125	1	0	2	7	367	1	8	11	1	0	15	1	0	28	118
3.67131	1	0	3	6	367	1	9	12	1	0	15	1	0	28	118
3.67169	1	0	2	7	367	1	15	12	1	0	15	1	0	28	118
3.67175	1	0	3	6	367	2	0	12	1	0	15	1	0	28	118
3.67212	1	0	2	7	367	2	6	12	1	0	15	1	0	28	118
3.67219	1	0	3	6	367	2	7	12	1	0	15	1	0	28	118
3.67256	1	0	2	7	367	2	13	12	1	0	15	1	0	28	118
3.67263	1	0	3	6	367	2	14	11	1	0	15	1	0	28	118
3.673	1	0	2	7	367	3	4	11	2	0	15	1	0	28	239
3.67306	1	0	3	6	367	3	5	12	1	0	15	1	0	28	118
3.67344	1	0	2	7	367	3	11	12	1	0	15	1	0	28	118
3.6735	1	0	3	6	367	3	12	12	1	0	15	1	0	28	118
3.67387	1	0	2	7	367	4	2	12	1	0	15	1	0	28	118
3.67394	1	0	3	6	367	4	3	12	1	0	15	1	0	28	118
3.67431	1	0	2	7	367	4	9	12	1	0	15	1	0	28	118
3.67437	1	0	6	3	367	4	10	10	1	0	15	1	0	28	118
3.67437	1	0	3	6	367	4	10	11	2	0	15	1	0	28	239
3.67475	1	0	2	7	367	5	0	12	1	0	15	1	0	28	118
3.67488	1	0	3	6	367	5	2	12	1	0	15	1	0	28	118
3.67519	1	0	2	7	367	5	7	11	1	0	15	1	0	28	118
3.67531	1	0	3	6	367	5	9	12	1	0	15	1	0	28	118
3.67563	1	0	2	7	367	5	14	11	2	0	15	1	0	28	239
3.67575	1	0	3	6	367	6	0	12	1	0	15	1	0	28	118
3.67606	1	0	2	7	367	6	5	12	1	0	15	1	0	28	118
