time(s)	cellId	rnti	lcid	packetSize	delay(s)
1.21837	2	1	3	448	0.000247319
1.21981	2	1	3	592	0.000251783
1.21988	2	1	3	592	0.000251783
1.21996	2	1	3	1040	0.000269639
1.22146	2	1	3	1184	0.000274103
1.2215	2	1	3	592	0.000251783
1.22156	2	1	3	448	0.000247319
1.223	2	1	3	592	0.000251783
1.22306	2	1	3	592	0.000251783
1.22314	2	1	3	1040	0.000269639
1.22463	2	1	3	592	0.000251783
1.22471	2	1	3	1184	0.000274103
1.22475	2	1	3	448	0.000247319
1.22619	2	1	3	592	0.000251783
1.22625	2	1	3	592	0.000251783
1.22631	2	1	3	592	0.000251783
1.22637	2	1	3	448	0.000247319
1.22781	2	1	3	592	0.000251783
1.22788	2	1	3	592	0.000251783
1.22796	2	1	3	1040	0.000269639
1.22946	2	1	3	1184	0.000274103
1.2295	2	1	3	592	0.000251783
1.22956	2	1	3	448	0.000247319
1.231	2	1	3	592	0.000251783
1.23106	2	1	3	592	0.000251783
1.23114	2	1	3	1040	0.000269639
1.23263	2	1	3	592	0.000251783
1.23271	2	1	3	1184	0.000274103
1.23275	2	1	3	448	0.000247319
